"","A","M","Time","Event","As","W","I"
"9663",NA,0.162,3.8,0,0.053,0.445,0
"9664",NA,0.47,50,0,0.783,-0.133,0
"9665",NA,-0.029,40.2,1,-0.402,0.798,0
"9666",NA,-0.277,19,0,-0.87,-2.275,0
"9667",NA,-0.169,41.6,1,0.281,-0.086,0
"9668",NA,0.194,16.6,0,-0.373,-0.446,0
"9669",NA,0.492,50,0,-0.053,0.546,0
"9670",NA,-0.332,50,0,-0.91,0.385,0
"9671",NA,-0.551,50,0,0.116,-0.207,0
"9672",NA,-0.2,21,0,0.128,0.836,0
"9673",NA,0.562,48.3,0,-0.561,0.295,0
"9674",NA,-0.466,32,0,0.611,0.33,0
"9675",NA,-0.325,13.2,0,-0.498,-0.336,0
"9676",NA,0.536,50,0,0.21,-0.389,0
"9677",NA,0.837,50,0,-0.253,0.028,0
"9678",NA,0.405,50,0,0.746,0.788,0
"9679",NA,-0.104,40.8,1,-0.511,-0.42,0
"9680",NA,-0.285,29.6,0,0.973,-0.115,0
"9681",NA,0.372,44.8,0,-0.519,-0.328,0
"9682",NA,-0.305,5.5,0,-1.142,-0.655,0
"9683",NA,-0.067,50,0,0.962,0.208,0
"9684",NA,-0.215,50,0,0.738,-0.144,0
"9685",NA,-1.392,50,0,0.596,-0.395,0
"9686",NA,-0.108,40.7,0,-0.789,-0.159,0
"9687",NA,-0.348,50,0,0.597,-0.179,0
"9688",NA,1.01,43,0,-0.574,-0.01,0
"9689",NA,0.965,48.8,1,0.34,-0.039,0
"9690",NA,0.215,50,0,-0.27,-0.224,0
"9691",NA,-0.092,44.8,0,0.52,1.068,0
"9692",NA,-0.031,50,0,1.023,0.08,0
"9693",NA,0.147,32.3,0,0.927,-0.693,0
"9694",NA,-0.529,50,0,-0.449,-1.875,0
"9695",NA,-1.365,50,0,1.123,-1.123,0
"9696",NA,0.748,50,0,-0.613,-0.899,0
"9697",NA,1.652,36.7,1,0.82,-0.067,0
"9698",NA,-1.103,50,0,-0.601,-0.623,0
"9699",NA,1.354,50,0,-0.062,1.038,0
"9700",NA,0.387,50,0,-0.642,0.232,0
"9701",NA,-1.545,50,0,-0.25,-1.126,0
"9702",NA,-0.453,7.4,0,-0.175,-1.224,0
"9703",NA,0.576,50,0,-0.759,0.366,0
"9704",NA,-0.198,40.3,0,-0.02,-0.228,0
"9705",NA,1.179,50,0,-0.373,1.54,0
"9706",NA,0.453,49.3,0,-0.158,-1.064,0
"9707",NA,0.521,45.4,1,-0.166,0.802,0
"9708",NA,-0.136,6.1,0,-0.099,-0.139,0
"9709",NA,0.062,1.9,0,-0.883,0.175,0
"9710",NA,-0.936,50,0,-1.097,-0.332,0
"9711",NA,0.016,50,0,-0.435,-0.821,0
"9712",NA,0.558,19.2,0,-0.563,0.958,0
"9713",NA,-0.3,19.8,0,-0.909,-1.377,0
"9714",NA,-0.368,9.5,0,-0.385,0.189,0
"9715",NA,-0.146,9.2,0,0.767,-0.264,0
"9716",NA,0.413,50,0,-0.671,0.825,0
"9717",NA,0.152,19.5,0,0.257,0.373,0
"9718",NA,-0.681,50,0,0.245,0.779,0
"9719",NA,0.092,35,1,-1.041,-1.158,0
"9720",NA,0.615,50,0,0.376,0.305,0
"9721",NA,-0.051,42,0,1.43,0.749,0
"9722",NA,-1.125,50,0,-0.691,0.716,0
"9723",NA,-1.344,50,0,-1.004,-1.377,0
"9724",NA,-0.519,50,0,-0.123,0.874,0
"9725",NA,1.277,50,0,-0.458,0.839,0
"9726",NA,-1.616,50,0,-0.345,-0.432,0
"9727",NA,0.195,38.5,1,1.041,-0.033,0
"9728",NA,0.783,50,0,0.516,-0.328,0
"9729",NA,0.91,34.1,0,0.915,0.627,0
"9730",NA,-0.212,50,0,-0.733,1.006,0
"9731",NA,0.027,40.8,0,-0.598,0.184,0
"9732",NA,-0.191,36.2,0,-0.931,0.27,0
"9733",NA,-0.424,50,0,-0.488,0.05,0
"9734",NA,-0.845,37.8,1,1.343,-0.945,0
"9735",NA,-0.945,36.2,0,-0.121,0.125,0
"9736",NA,0.07,10.7,0,-0.219,-0.7,0
"9737",NA,-0.126,11.5,0,-0.224,-0.685,0
"9738",NA,0.09,50,0,-0.381,0.733,0
"9739",NA,-0.136,50,0,-0.82,0.177,0
"9740",NA,0.489,33.2,0,0.747,0.41,0
"9741",NA,0.584,50,0,-0.471,1.036,0
"9742",NA,0.232,42.6,0,-0.466,0.573,0
"9743",NA,1.391,50,0,1.587,0.439,0
"9744",NA,-0.623,50,0,-0.57,-0.704,0
"9745",NA,0.17,7.6,0,0.617,1.633,0
"9746",NA,-0.205,49.2,1,1.491,0.934,0
"9747",NA,-0.385,38,0,-0.963,1.133,0
"9748",NA,0,50,0,0.327,-1.235,0
"9749",NA,0.128,13.6,0,-0.487,0.647,0
"9750",NA,0.277,50,0,-0.46,1.081,0
"9751",NA,-0.399,50,0,-0.659,0.711,0
"9752",NA,-0.573,20,0,-1.704,-0.636,0
"9753",NA,0.97,21,0,-0.132,0.258,0
"9754",NA,0.723,50,0,-0.663,0.719,0
"9755",NA,-0.24,50,0,-0.779,0.334,0
"9756",NA,-0.664,50,0,0.116,0.474,0
"9757",NA,0.019,50,0,-0.278,-0.487,0
"9758",NA,1.336,50,0,0.531,-0.616,0
"9759",NA,0.56,50,0,0.184,1.18,0
"9760",NA,-0.43,32.7,0,0.061,0.732,0
"9761",NA,-0.698,50,0,0.373,0.354,0
"9762",NA,-0.235,50,0,-0.034,0.163,0
"9763",NA,-0.244,33.3,0,0.554,0.827,0
"9764",NA,-0.14,50,0,-0.95,-0.134,0
"9765",NA,-0.22,50,0,-0.541,-0.062,0
"9766",NA,-0.351,50,0,-0.286,-0.263,0
"9767",NA,-1.01,40.8,0,0.49,-1.113,0
"9768",NA,-0.517,50,0,0.721,0.382,0
"9769",NA,0.344,50,0,0.472,-0.578,0
"9770",NA,0.999,31.8,0,-0.854,-0.725,0
"9771",NA,0.003,18.5,0,0.056,-0.403,0
"9772",NA,0.133,50,0,-0.662,-0.33,0
"9773",NA,-0.788,50,0,-0.957,-1.584,0
"9774",NA,-0.849,50,0,-0.02,-0.252,0
"9775",NA,-0.197,7.6,0,-1.472,-1.214,0
"9776",NA,0.566,50,0,-0.347,-0.676,0
"9777",NA,-0.184,33.4,0,0.872,-0.154,0
"9778",NA,-1.43,40.3,1,-1.256,-1.703,0
"9779",NA,-0.051,49.5,1,0.003,-0.968,0
"9780",NA,-0.29,27,0,-0.506,0.166,0
"9781",NA,-0.029,16.7,0,-0.214,-0.975,0
"9782",NA,-0.09,50,0,-0.231,0.031,0
"9783",NA,0.647,21.9,0,0.743,0.595,0
"9784",NA,-0.036,50,0,0.928,-0.021,0
"9785",NA,0.296,50,0,-1.022,-0.122,0
"9786",NA,0.502,50,0,-0.503,0.182,0
"9787",NA,0.131,50,1,1.17,-1.209,0
"9788",NA,0.786,50,0,-0.208,-0.185,0
"9789",NA,0.048,50,0,0.253,-0.402,0
"9790",NA,-0.139,40.4,1,0.413,0.706,0
"9791",NA,-1.147,50,0,0.527,0.256,0
"9792",NA,0.74,1.8,0,-0.548,0.961,0
"9793",NA,-0.034,46.3,1,0.557,-0.756,0
"9794",NA,-0.277,12.5,0,-0.068,-0.514,0
"9795",NA,-0.485,50,0,0.324,-0.398,0
"9796",NA,0.456,12.4,0,-1.288,0.693,0
"9797",NA,-0.582,50,0,0.565,-0.409,0
"9798",NA,0.92,50,0,-0.051,-0.336,0
"9799",NA,-0.291,13.8,0,0.011,0.259,0
"9800",NA,-0.422,39,0,-0.802,-0.836,0
"9801",NA,-1.135,50,0,-0.79,0.26,0
"9802",NA,-0.272,50,0,0.04,1.109,0
"9803",NA,0.793,11.7,0,-0.754,-0.835,0
"9804",NA,0.258,50,0,0.478,0.134,0
"9805",NA,-0.184,50,0,-0.077,-0.747,0
"9806",NA,0.026,50,0,-1.094,0.528,0
"9807",NA,1.662,16.1,0,1.184,1.161,0
"9808",NA,0.033,50,0,2.073,-0.117,0
"9809",NA,-0.014,50,0,0.807,-0.13,0
"9810",NA,1.305,50,0,0.542,0.013,0
"9811",NA,0.826,50,0,-0.558,1.652,0
"9812",NA,0.354,33.4,1,1.273,0.557,0
"9813",NA,-0.761,50,0,-0.363,-0.919,0
"9814",NA,1.321,18.4,0,0.373,0.625,0
"9815",NA,-0.281,45.1,1,-0.254,0.19,0
"9816",NA,0.987,36.2,0,0.856,0.764,0
"9817",NA,-0.475,49.8,0,-0.096,-0.042,0
"9818",NA,-0.221,36.8,0,-1.16,-0.884,0
"9819",NA,-0.059,50,0,-0.61,-0.193,0
"9820",NA,0.246,50,0,-0.112,0.194,0
"9821",NA,0.043,50,0,0.068,-0.546,0
"9822",NA,-0.425,22.7,0,-0.396,-0.781,0
"9823",NA,1.367,50,0,0.763,0.378,0
"9824",NA,0.946,50,0,0.051,0.739,0
"9825",NA,0.564,40.6,0,0.804,-0.008,0
"9826",NA,-0.363,16.3,0,0.009,1.107,0
"9827",NA,0.55,40.6,1,1.629,-0.414,0
"9828",NA,-0.369,50,0,-0.152,-0.392,0
"9829",NA,-0.048,36.7,1,0.001,0.005,0
"9830",NA,0.112,50,0,-0.156,-0.813,0
"9831",NA,0.282,50,0,1.314,0.66,0
"9832",NA,-1.003,17.8,0,0.779,-0.64,0
"9833",NA,-0.672,50,0,-1.026,-0.94,0
"9834",NA,-0.718,8,0,-0.081,0.198,0
"9835",NA,1.007,15.6,0,-1,-0.019,0
"9836",NA,0.877,50,0,0.136,-0.542,0
"9837",NA,-0.58,50,0,-0.014,0.9,0
"9838",NA,-0.109,50,0,0.799,-0.182,0
"9839",NA,-1.935,16.3,0,0.191,-0.642,0
"9840",NA,-0.262,21.7,0,-0.898,0.009,0
"9841",NA,0.337,48.6,0,0.997,-0.276,0
"9842",NA,0.656,11.8,0,-0.192,0.485,0
"9843",NA,-0.288,50,0,0.076,0.214,0
"9844",NA,-0.344,50,0,1.016,-0.696,0
"9845",NA,0.168,50,0,0.245,-0.624,0
"9846",NA,-0.097,50,0,-0.95,-0.075,0
"9847",NA,0.068,15.7,0,-0.153,0.745,0
"9848",NA,-0.781,50,0,0.213,-1.113,0
"9849",NA,-0.198,3.7,0,-0.68,-0.153,0
"9850",NA,0.17,40.6,0,-1.003,0.826,0
"9851",NA,-0.997,3.2,0,-0.1,-0.833,0
"9852",NA,0.605,32,0,-1.594,-0.856,0
"9853",NA,-0.233,7.3,0,1.782,-0.357,0
"9854",NA,0.674,50,0,-0.384,-1.253,0
"9855",NA,-0.896,50,0,-0.96,-0.959,0
"9856",NA,0.999,50,0,0.02,-1.705,0
"9857",NA,-0.393,50,0,0.253,0.409,0
"9858",NA,1.237,50,0,-1.007,-0.348,0
"9859",NA,1.22,50,0,-0.016,0.165,0
"9860",NA,0.393,49.7,1,0.559,0.847,0
"9861",NA,-1.527,50,0,-0.647,0.554,0
"9862",NA,0.4,6.1,0,0.132,-0.976,0
"9863",NA,-0.59,50,0,-0.162,-0.189,0
"9864",NA,-0.103,35.5,0,0.574,-0.923,0
"9865",NA,-0.25,50,0,-0.542,0.64,0
"9866",NA,-0.572,34.7,0,0.33,-0.528,0
"9867",NA,0.238,14.4,0,-0.156,-0.729,0
"9868",NA,-0.729,50,0,-0.044,1.099,0
"9869",NA,0.062,50,0,1.524,0.063,0
"9870",NA,-0.182,50,0,0.776,0.512,0
"9871",NA,-0.908,14.8,0,-0.228,-0.786,0
"9872",NA,-0.311,50,0,0.521,-0.64,0
"9873",NA,-0.082,50,0,0.353,0.066,0
"9874",NA,-1.263,35.8,0,0.267,0.129,0
"9875",NA,0.345,14.8,0,-0.003,0.156,0
"9876",NA,0.271,23.7,0,0.299,1.184,0
"9877",NA,0.51,46.6,0,0.2,-0.345,0
"9878",NA,0.819,3.1,0,0.649,-0.426,0
"9879",NA,-0.3,49.9,1,1.18,0.198,0
"9880",NA,1.262,45.8,1,0.96,0.077,0
"9881",NA,-0.518,0.2,0,-1.083,-0.713,0
"9882",NA,-1.047,50,0,-0.379,0.182,0
"9883",NA,1.618,24,0,0.217,0.469,0
"9884",NA,0.866,50,0,1.058,-1.081,0
"9885",NA,0.504,41.5,0,0.618,0.018,0
"9886",NA,-1.364,50,0,-0.214,-0.574,0
"9887",NA,0.115,50,0,-0.572,-0.345,0
"9888",NA,-0.407,49.8,0,0.639,0.262,0
"9889",NA,0.288,22.2,0,0.277,0.369,0
"9890",NA,-0.197,50,0,0.666,-0.135,0
"9891",NA,-1.207,3.8,0,-0.095,0.535,0
"9892",NA,0.444,33.4,0,1.471,-0.052,0
"9893",NA,-1.625,50,0,0.309,-0.081,0
"9894",NA,1.026,50,0,-0.283,-0.022,0
"9895",NA,-0.412,30,0,0.733,0.531,0
"9896",NA,-0.499,50,0,0.564,0.466,0
"9897",NA,0.097,50,0,-0.673,0.462,0
"9898",NA,-0.241,2.8,0,0.323,-0.652,0
"9899",NA,-0.857,32.3,0,0.506,0.943,0
"9900",NA,1.188,45.1,0,-0.368,0.977,0
"9901",NA,-0.66,46.6,0,0.721,-0.936,0
"9902",NA,-0.476,2.7,0,-0.443,0.346,0
"9903",NA,-0.454,50,0,-1.073,-0.155,0
"9904",NA,-1.233,50,0,-0.208,-0.253,0
"9905",NA,0.718,3.2,0,0.935,0.324,0
"9906",NA,0.344,50,0,0.344,-0.587,0
"9907",NA,-1.253,47.9,1,-1.686,-0.5,0
"9908",NA,-0.231,47.6,0,-0.147,0.694,0
"9909",NA,1.23,40.9,1,0.884,-0.753,0
"9910",NA,-0.902,50,0,-0.975,-0.919,0
"9911",NA,0.423,50,0,-0.711,-0.072,0
"9912",NA,0.359,46,1,0.796,-0.031,0
"9913",NA,-0.118,11.2,0,0.457,-0.438,0
"9914",NA,-0.208,50,0,0.894,0.208,0
"9915",NA,0.167,50,0,-0.193,0.406,0
"9916",NA,-0.757,40.8,0,-0.477,-0.071,0
"9917",NA,-0.447,50,0,0.516,-1.242,0
"9918",NA,-0.373,13.2,0,0.096,0.362,0
"9919",NA,-0.273,50,0,-0.727,0.066,0
"9920",NA,1.053,50,0,1.459,0.683,0
"9921",NA,-0.364,50,0,0.248,-1.081,0
"9922",NA,0.716,48.3,1,0.102,0.679,0
"9923",NA,0.833,31.8,0,0.853,-0.697,0
"9924",NA,-0.183,50,0,-0.111,0.181,0
"9925",NA,0.082,8.6,0,-0.261,-0.049,0
"9926",NA,-0.481,49.6,1,0.211,0.49,0
"9927",NA,0.768,50,0,0.699,1.084,0
"9928",NA,-0.774,40.3,0,0.325,-0.642,0
"9929",NA,-0.834,50,0,0.499,0.538,0
"9930",NA,0.987,23.9,0,0.128,0.655,0
"9931",NA,0.425,50,0,-0.119,0.052,0
"9932",NA,0.929,49.7,1,1.724,-0.539,0
"9933",NA,-0.462,48.7,0,0.196,-0.426,0
"9934",NA,0.047,27.9,0,0.855,0.789,0
"9935",NA,0.673,50,0,-0.69,0.492,0
"9936",NA,-0.808,36.7,1,0.283,1.44,0
"9937",NA,0.259,50,0,0.066,1.234,0
"9938",NA,-0.111,24.3,0,-1.359,0.004,0
"9939",NA,1.568,46.7,1,-0.411,-0.38,0
"9940",NA,-1.217,49.7,0,0.774,-0.731,0
"9941",NA,-0.377,6.7,0,0.082,-1.607,0
"9942",NA,0.829,50,0,0.124,-1.701,0
"9943",NA,0.044,50,0,0.894,-0.335,0
"9944",NA,-1.022,32.6,0,-0.349,0.052,0
"9945",NA,1.275,50,0,-0.398,0.566,0
"9946",NA,-1.106,50,0,0.509,-1.219,0
"9947",NA,-0.914,11.8,0,0.754,0.705,0
"9948",NA,0.187,50,0,0.682,0.453,0
"9949",NA,-0.315,50,0,-0.024,-0.429,0
"9950",NA,-0.209,50,0,0.565,-0.86,0
"9951",NA,0.309,45.7,1,0.995,2.067,0
"9952",NA,0.102,6.2,0,-0.648,-0.877,0
"9953",NA,0.024,12,0,0.215,-0.013,0
"9954",NA,1.108,50,0,0.185,0.604,0
"9955",NA,1.135,50,0,-1.04,-0.477,0
"9956",NA,1.084,50,0,1.326,0.767,0
"9957",NA,0.73,46.1,0,1.035,-0.69,0
"9958",NA,-1.011,50,0,-0.767,-0.793,0
"9959",NA,-0.418,46.3,1,0.57,0.197,0
"9960",NA,-0.401,34.2,0,-0.437,0.659,0
"9961",NA,-0.656,14.5,0,-1.601,1.44,0
"9962",NA,-0.13,50,0,0.908,0.144,0
"9963",NA,-0.529,40.2,0,0.088,-0.375,0
"9964",NA,0.478,19,0,0.135,0.414,0
"9965",NA,-0.114,10.9,0,-0.714,-0.808,0
"9966",NA,0.325,36.8,0,0.047,-0.519,0
"9967",NA,-0.438,34.5,1,0.38,-0.028,0
"9968",NA,-1.429,50,0,-0.375,-0.845,0
"9969",NA,-0.685,41.9,1,-0.005,-0.658,0
"9970",NA,-0.913,13.8,0,-0.271,-1.76,0
"9971",NA,0.954,50,0,0.019,1.068,0
"9972",NA,0.022,50,0,-0.842,0.703,0
"9973",NA,-0.977,15.8,0,-0.228,-0.698,0
"9974",NA,0.042,50,0,0.752,-0.697,0
"9975",NA,1.399,50,0,-0.937,1.084,0
"9976",NA,-0.537,24.8,0,-0.835,-0.382,0
"9977",NA,-0.079,50,0,-0.723,0.355,0
"9978",NA,-0.551,50,0,-0.036,-0.984,0
"9979",NA,-0.092,40.5,1,-0.128,0.405,0
"9980",NA,0.701,50,0,-0.3,-0.365,0
"9981",NA,0.434,35.6,0,0.624,0.125,0
"9982",NA,0.469,0.6,0,-1.242,-0.565,0
"9983",NA,0.161,0.7,0,0.382,0.087,0
"9984",NA,-1.221,37.1,0,-0.612,-0.206,0
"9985",NA,-0.311,50,0,0.357,0.318,0
"9986",NA,-1.08,50,0,-0.24,-0.85,0
"9987",NA,-1.028,50,0,-0.821,0.943,0
"9988",NA,-0.318,4.4,0,1.056,0.27,0
"9989",NA,0.048,50,0,-1.402,0.517,0
"9990",NA,0.836,4.3,0,0.967,0.836,0
"9991",NA,-0.123,25.3,0,0.01,0.718,0
"9992",NA,0.011,37.1,0,-0.779,-0.379,0
"9993",NA,-0.506,50,0,-1.564,0.199,0
"9994",NA,0.468,48.4,1,0.159,0.819,0
"9995",NA,-0.111,50,0,-0.451,1.264,0
"9996",NA,-0.986,50,0,-1.054,-0.412,0
"9997",NA,1.673,16.2,0,-0.2,0.31,0
"9998",NA,0.126,50,0,-0.027,-1.319,0
"9999",NA,0.695,31.4,1,-0.456,0.226,0
"10000",NA,-0.311,16.3,0,0.114,0.723,0
"10001",NA,0.215,50,0,0.009,0.241,0
"10002",NA,-1.447,39.7,1,-0.334,0.67,0
"10003",NA,-0.296,45.9,1,0.195,0.616,0
"10004",NA,0.064,7.8,0,-0.235,-0.409,0
"10005",NA,-0.08,50,0,0.686,-0.383,0
"10006",NA,-0.479,7.4,0,-0.828,-1.826,0
"10007",NA,-0.392,25.2,0,-0.611,-0.245,0
"10008",NA,0.371,49.9,1,0.009,0.405,0
"10009",NA,0.731,28.4,0,-0.935,0.615,0
"10010",NA,0.577,46.7,1,0.768,-0.142,0
"10011",NA,-0.132,7.8,0,1.961,0.519,0
"10012",NA,0.586,50,0,-0.433,0.194,0
"10013",NA,0.251,3.7,0,0.745,0.163,0
"10014",NA,-0.729,50,0,-0.484,0.596,0
"10015",NA,0.247,50,0,0.277,0.529,0
"10016",NA,0.31,50,0,0.251,-0.364,0
"10017",NA,0.237,50,0,0.469,0.75,0
"10018",NA,-0.012,47.2,0,-0.443,0.62,0
"10019",NA,-0.982,0.1,0,-1.831,-0.237,0
"10020",NA,0.065,50,0,0.81,1.211,0
"10021",NA,-0.113,50,0,0.729,0.525,0
"10022",NA,-0.091,50,0,-0.993,-0.117,0
"10023",NA,-0.276,10.4,0,-1.546,-0.436,0
"10024",NA,-0.156,3.2,0,-0.405,-0.082,0
"10025",NA,-0.056,26.1,0,1.035,-1.557,0
"10026",NA,0.309,50,0,0.645,0.092,0
"10027",NA,-1.426,50,0,0.253,1.476,0
"10028",NA,-0.297,50,0,-0.547,-0.193,0
"10029",NA,0.343,50,0,0.02,0.419,0
"10030",NA,0.163,50,0,-0.666,-0.122,0
"10031",NA,0.665,37.1,1,-0.695,-0.215,0
"10032",NA,-0.511,50,0,-0.404,0.159,0
"10033",NA,0.373,50,0,-0.687,-0.931,0
"10034",NA,0.25,50,0,0.918,1.099,0
"10035",NA,1.278,30.2,0,-1.489,-0.227,0
"10036",NA,0.878,50,0,-0.22,-0.125,0
"10037",NA,0.016,50,0,-0.16,0.17,0
"10038",NA,-0.141,14.6,0,0.922,0.441,0
"10039",NA,-1.147,45.9,0,-0.758,-1.763,0
"10040",NA,0.758,50,0,0.395,0.266,0
"10041",NA,-0.627,50,0,0.096,0.363,0
"10042",NA,-0.743,11.6,0,-0.43,0.738,0
"10043",NA,-0.607,22.2,0,-1.232,0.104,0
"10044",NA,0.373,50,0,-0.515,0.293,0
"10045",NA,-0.118,42.4,0,0.395,0.271,0
"10046",NA,0.08,13.6,0,-0.099,0.104,0
"10047",NA,0.576,50,0,0.365,0.151,0
"10048",NA,-0.922,50,0,0.593,0.126,0
"10049",NA,-1.005,50,0,-0.421,0.046,0
"10050",NA,-1.351,5.3,0,-0.102,-0.873,0
"10051",NA,2.1,42.1,0,0.032,0.769,0
"10052",NA,-0.605,14.5,0,0.118,-0.02,0
"10053",NA,0.338,49.9,1,0.379,-0.264,0
"10054",NA,0.14,6.3,0,0.277,0.283,0
"10055",NA,0.59,17.2,0,1.547,0.204,0
"10056",NA,-0.058,35.4,0,-0.365,-0.596,0
"10057",NA,-0.686,14.6,0,-0.454,-0.592,0
"10058",NA,0.352,50,0,-1.19,-0.191,0
"10059",NA,-1.275,50,0,-0.205,0.106,0
"10060",NA,0.101,16.4,0,-0.597,-1.138,0
"10061",NA,-0.705,47.8,1,0.614,0.406,0
"10062",NA,-1.089,50,0,0.498,-0.967,0
"10063",NA,-0.659,5.3,0,-1.534,-0.057,0
"10064",NA,0.061,50,0,-0.913,0.239,0
"10065",NA,-0.12,44.8,0,-0.735,-1.435,0
"10066",NA,-0.234,50,0,-0.261,-0.369,0
"10067",NA,-0.213,33.5,0,0.058,1.328,0
"10068",NA,0.757,3.7,0,-0.03,0.183,0
"10069",NA,-0.599,50,0,-0.534,-0.973,0
"10070",NA,0.624,50,0,0.328,0.498,0
"10071",NA,1.501,41,1,-0.957,0.632,0
"10072",NA,-1.127,50,0,-0.506,-0.671,0
"10073",NA,-0.533,50,0,-0.199,-0.93,0
"10074",NA,-0.101,50,0,-0.334,0.359,0
"10075",NA,0.264,14.1,0,0.237,-0.821,0
"10076",NA,-0.525,50,0,-0.278,-0.266,0
"10077",NA,1.408,50,0,0.405,1.389,0
"10078",NA,-0.599,4.8,0,-0.122,-0.826,0
"10079",NA,-1.395,20.5,0,0.542,-0.176,0
"10080",NA,-0.375,50,0,-0.745,0.04,0
"10081",NA,0.148,43.8,0,-1.09,0.369,0
"10082",NA,0.041,50,0,-0.051,-0.445,0
"10083",NA,0.359,50,0,0.087,-0.535,0
"10084",NA,0.514,50,0,0.739,-0.005,0
"10085",NA,1.254,48.2,0,1.415,0.216,0
"10086",NA,0.314,50,0,0.863,0.401,0
"10087",NA,0.303,0.6,0,0.342,-0.208,0
"10088",NA,1.101,50,0,0.083,1.689,0
"10089",NA,0.489,50,0,0.124,-0.493,0
"10090",NA,1.368,50,0,0.829,0.643,0
"10091",NA,-0.732,17,0,-0.31,-0.74,0
"10092",NA,-0.019,30.5,0,0.342,0.56,0
"10093",NA,-0.513,10.6,0,0.356,0,0
"10094",NA,0.634,43.8,0,0.487,-0.743,0
"10095",NA,0.323,4.9,0,-0.655,-0.647,0
"10096",NA,-0.254,50,0,-1.425,-0.397,0
"10097",NA,-1.279,50,0,-1.266,-1.525,0
"10098",NA,1.187,50,0,0.035,0.249,0
"10099",NA,0.438,50,0,-0.014,-0.059,0
"10100",NA,0.454,50,0,0.26,0.303,0
"10101",NA,0.624,50,0,0.837,0.278,0
"10102",NA,-0.358,27.5,0,0.47,0.206,0
"10103",NA,-0.516,50,0,0.359,-0.739,0
"10104",NA,-0.824,33.6,0,0.406,-0.44,0
"10105",NA,-0.091,50,0,0.484,0.092,0
"10106",NA,-0.259,12.9,0,-1.188,0.76,0
"10107",NA,0.442,23.5,0,0.134,-0.557,0
"10108",NA,-0.434,50,0,-0.986,-0.601,0
"10109",NA,-0.395,50,0,-0.402,0.353,0
"10110",NA,0.115,50,0,0.802,0.649,0
"10111",NA,0.192,50,0,0.086,1.102,0
"10112",NA,-1.067,13.9,0,0.292,0.601,0
"10113",NA,-1.085,50,0,-0.565,0.516,0
"10114",NA,0.194,50,0,-0.882,0.233,0
"10115",NA,-0.556,50,0,0.913,-0.499,0
"10116",NA,-0.833,8.5,0,0.438,-0.578,0
"10117",NA,0.137,50,0,-0.085,0.23,0
"10118",NA,0.453,50,0,1.081,1.638,0
"10119",NA,-0.711,50,0,0.36,0.258,0
"10120",NA,-0.045,45.5,1,0.293,0.143,0
"10121",NA,1.523,50,0,0.675,0.659,0
"10122",NA,-0.125,10.7,0,0.474,1.442,0
"10123",NA,0.191,50,0,-0.497,0.472,0
"10124",NA,1.235,50,0,0.566,1.651,0
"10125",NA,0.705,50,0,0.706,-0.197,0
"10126",NA,0.046,30.3,0,-0.345,1.101,0
"10127",NA,0.211,11.5,0,1.091,1.37,0
"10128",NA,0.883,50,0,-0.047,0.065,0
"10129",NA,0.338,46.5,1,0.348,0.184,0
"10130",NA,-0.602,50,0,0.621,-0.551,0
"10131",NA,-0.426,11.5,0,-0.55,0.434,0
"10132",NA,0.938,33.8,1,0.556,0.975,0
"10133",NA,-0.301,50,0,-1.258,0.425,0
"10134",NA,0.895,50,0,-0.108,-0.079,0
"10135",NA,0.046,50,0,0.758,0.753,0
"10136",NA,-0.353,50,0,0.01,0.353,0
"10137",NA,-0.572,50,0,-0.651,-0.158,0
"10138",NA,0.395,50,0,-0.308,-0.138,0
"10139",NA,-0.273,7.4,0,0.095,-1.681,0
"10140",NA,-0.784,50,0,0.384,0.714,0
"10141",NA,0.006,50,0,0.194,-0.133,0
"10142",NA,0.427,5.4,0,-1.378,0.371,0
"10143",NA,0.904,50,0,0.946,0.9,0
"10144",NA,-0.118,50,0,0.771,-0.275,0
"10145",NA,-0.185,16.9,0,0.127,-0.39,0
"10146",NA,-1.118,44.9,1,-1.133,-0.226,0
"10147",NA,0.057,50,0,-0.118,-0.542,0
"10148",NA,0.786,50,0,0.86,0.123,0
"10149",NA,0.214,50,0,-0.799,0.857,0
"10150",NA,0.19,50,0,-0.547,-0.508,0
"10151",NA,0.587,33.3,0,0.982,2.185,0
"10152",NA,-0.482,50,0,-0.696,-1.227,0
"10153",NA,-0.128,21.8,0,-0.693,0.406,0
"10154",NA,-0.198,47.5,1,0.582,-0.689,0
"10155",NA,0.535,50,0,0.058,-1.201,0
"10156",NA,0.446,13.9,0,-0.033,-0.072,0
"10157",NA,-0.79,50,0,-0.071,-1.375,0
"10158",NA,0.231,10.3,0,0.54,0.276,0
"10159",NA,0.8,0.8,0,-0.218,2.245,0
"10160",NA,-0.559,48.1,0,-0.464,0.161,0
"10161",NA,0.556,42.3,0,1.261,1.222,0
"10162",NA,-0.445,42.2,1,-0.366,0.077,0
"10163",NA,-0.787,15.3,0,-0.941,-1.243,0
"10164",NA,-0.351,50,0,-0.093,0.517,0
"10165",NA,-0.345,50,0,-1.118,-0.59,0
"10166",NA,0.232,50,0,0.601,0.264,0
"10167",NA,0.054,50,0,-1.528,0.979,0
"10168",NA,1.214,50,0,0.025,-1.269,0
"10169",NA,-2.401,3.5,0,-1.909,-0.5,0
"10170",NA,0.193,39.4,0,-0.411,-1.939,0
"10171",NA,0.177,50,0,1.244,-0.287,0
"10172",NA,-0.596,50,0,0.16,-1.03,0
